Title,Rating,Cost,Links
Power Strip Surge,4.8,$15.99,https://www.amazon.com/Protector-Extension-Outlets-Extender-Compact/dp/B09Y5HT6HR/ref=sr_1_6?c=ts&keywords=Electronics+Accessories+%26+Supplies&qid=1698070412&s=electronics&sr=1-6&ts_id=281407
JUNNUJ 20W USB C Under Desk,4.1,$19.99,https://www.amazon.com/JUNNUJ-Protector-Charging-Adhesive-Removable/dp/B0BCV9CFR9/ref=sr_1_7?c=ts&keywords=Electronics+Accessories+%26+Supplies&qid=1698070412&s=electronics&sr=1-7&ts_id=281407
AINOPE USB C Cable Type C,4.6,$7.99,https://www.amazon.com/AINOPE-Charger-Charging-6-6FT-2Pack-Devices/dp/B0B7WP4T9N/ref=sr_1_8?c=ts&keywords=Electronics+Accessories+%26+Supplies&qid=1698070412&s=electronics&sr=1-8&ts_id=281407
10-in-1 Laptop Keyboard Cleaner,4.5,$11.99,https://www.amazon.com/Keyboard-Cleaner-Cleaning-Electronics-MacBook/dp/B0BRXZV6R2/ref=sr_1_9?c=ts&keywords=Electronics+Accessories+%26+Supplies&qid=1698070412&s=electronics&sr=1-9&ts_id=281407
YiJYi Compatible with Samsung,4.4,$6.29,https://www.amazon.com/YiJYi-Compatible-Replacement-Wireless-Accessories/dp/B0C2H836QC/ref=sr_1_10?c=ts&keywords=Electronics+Accessories+%26+Supplies&qid=1698070412&s=electronics&sr=1-10&ts_id=281407
[Apple MFi Certified] iPhone,4.5,$9.97,https://www.amazon.com/Certified-Lightning-Charging-Compatible-8-multicolor/dp/B0C4F71FWV/ref=sr_1_11?c=ts&keywords=Electronics+Accessories+%26+Supplies&qid=1698070412&s=electronics&sr=1-11&ts_id=281407
Vanbon 60W 8-Port USB Wall,4.6,$34.99,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2MDE3NTA2MjY5MzY4NjYwOjE2OTgwNzA0MTI6c3BfbXRmOjIwMDAwNTgwMTA0MTg3MTo6MDo6&url=%2FCharger-Charging-Station-Compatible-Multiple%2Fdp%2FB07C675TKM%2Fref%3Dsr_1_12_sspa%3Fc%3Dts%26keywords%3DElectronics%2BAccessories%2B%2526%2BSupplies%26qid%3D1698070412%26s%3Delectronics%26sr%3D1-12-spons%26ts_id%3D281407%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
[2-Pack] 20W USB C Fast,4.5,$8.99,https://www.amazon.com/2-Pack-Charger-Listed-Delivery-Adapter/dp/B094N5T14N/ref=sr_1_13?c=ts&keywords=Electronics+Accessories+%26+Supplies&qid=1698070412&s=electronics&sr=1-13&ts_id=281407
Durecopow Solar,4.3,$22.99,https://www.amazon.com/Durecopow-20000mAh-Portable-Waterproof-Flashlight/dp/B08LNM5HQ6/ref=sr_1_14?c=ts&keywords=Electronics+Accessories+%26+Supplies&qid=1698070412&s=electronics&sr=1-14&ts_id=281407
7-in-1 Electronic Cleaner,4.3,$9.98,https://www.amazon.com/Electronic-Cleaner-Keyboard-Monitor-Bluetooth/dp/B0B7MMVWV1/ref=sr_1_15?c=ts&keywords=Electronics+Accessories+%26+Supplies&qid=1698070412&s=electronics&sr=1-15&ts_id=281407
Eettvekd 5Pack(6/6/6/10/10FT),4.5,$9.99,https://www.amazon.com/Eettvekd-Lightning-Certified-Compatible-iPad-White/dp/B0CB5S2VGV/ref=sr_1_16?c=ts&keywords=Electronics+Accessories+%26+Supplies&qid=1698070412&s=electronics&sr=1-16&ts_id=281407
POCKETALK Carry Case Black,4.6,$19.95,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2MDE3NTA2MjY5MzY4NjYwOjE2OTgwNzA0MTI6c3BfbXRmOjMwMDA2NDc1NDY1NjAwMjo6MDo6&url=%2FPOCKETALK-Pocketalk-Carry-Case-Black%2Fdp%2FB084TCSMVQ%2Fref%3Dsr_1_17_sspa%3Fc%3Dts%26keywords%3DElectronics%2BAccessories%2B%2526%2BSupplies%26qid%3D1698070412%26s%3Delectronics%26sr%3D1-17-spons%26ts_id%3D281407%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Surge Protector Outlet Extender,4.7,$15.98,https://www.amazon.com/Surge-Protector-Outlet-Extender-Essentials/dp/B0BY1F7MK5/ref=sr_1_18?c=ts&keywords=Electronics+Accessories+%26+Supplies&qid=1698070412&s=electronics&sr=1-18&ts_id=281407
5 Pack USB C to Lightning Cable,4.4,$9.97,https://www.amazon.com/Lightning-Certified-Charger-Charging-Delivery/dp/B0C4XKZ58C/ref=sr_1_19?c=ts&keywords=Electronics+Accessories+%26+Supplies&qid=1698070412&s=electronics&sr=1-19&ts_id=281407
Phone Holder Mount for Car [,4.4,$9.99,https://www.amazon.com/Windshield-Dashboard-Hands-Free-Automobile-Smartphones/dp/B0C3GL63DW/ref=sr_1_20?c=ts&keywords=Electronics+Accessories+%26+Supplies&qid=1698070412&s=electronics&sr=1-20&ts_id=281407
SUNDA 120W USB C Fast Car,4.5,$33.99,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2MDE3NTA2MjY5MzY4NjYwOjE2OTgwNzA0MTI6c3BfYnRmOjMwMDA2OTcxMjU1MTUwMjo6MDo6&url=%2FSUNDA-Compatible-iPhone14-iPhone12-SamsungS23%2Fdp%2FB0CBWMJZQL%2Fref%3Dsr_1_21_sspa%3Fc%3Dts%26keywords%3DElectronics%2BAccessories%2B%2526%2BSupplies%26qid%3D1698070412%26s%3Delectronics%26sr%3D1-21-spons%26ts_id%3D281407%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Power Strip Surge,4.9,$25.99,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2MDE3NTA2MjY5MzY4NjYwOjE2OTgwNzA0MTI6c3BfYnRmOjMwMDA1Mzg0OTA4OTUwMjo6MDo6&url=%2FProtector-Extension-Multiple-Outlets-Charging%2Fdp%2FB0CF2GK33T%2Fref%3Dsr_1_22_sspa%3Fc%3Dts%26keywords%3DElectronics%2BAccessories%2B%2526%2BSupplies%26qid%3D1698070412%26s%3Delectronics%26sr%3D1-22-spons%26ts_id%3D281407%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
ProCase Hard Travel Electronic,4.5,$18.99,https://www.amazon.comhttps://aax-us-iad.amazon.com/x/c/RAU4AHAHwzrhAHH4RtyraSoAAAGLXOI-cwEAAAH2AQBvbm9fdHhuX2JpZDcgICBvbm9fdHhuX2ltcDEgICDlg1ba/https://www.amazon.com/ProCase-Electronic-Organizer-Chargers-Accessories/dp/B09CPXLJ8Q/ref=sxbs_sbv_search_btf?c=ts&content-id=amzn1.sym.f15d2f09-357d-4995-986d-e924fbe183e3%3Aamzn1.sym.f15d2f09-357d-4995-986d-e924fbe183e3&cv_ct_cx=Electronics+Accessories+%26+Supplies&keywords=Electronics+Accessories+%26+Supplies&pd_rd_i=B09CPXLJ8Q&pd_rd_r=fe011857-50f0-4d5a-894e-a19c85be6bc7&pd_rd_w=o62M7&pd_rd_wg=JiS5D&pf_rd_p=f15d2f09-357d-4995-986d-e924fbe183e3&pf_rd_r=DFQW4CZSYRS6Z1S6Q39P&qid=1698070412&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1-a61ee601-6e56-4862-a8a2-1d3da5a5406f&ts_id=281407
"17-21 Replacement 8.4"" Uconnect",,$279.99,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozOTA4NDAwOTExODk0NjYwOjE2OTgwNzA1Mzg6c3BfYXRmOjMwMDA2OTk1Mzc1MjgwMjo6MDo6&url=%2FReplacement-Uconnect-Touch-Screen-Navigation-Chrysler%2Fdp%2FB0CH34CNM2%2Fref%3Dsr_1_1_sspa%3Fc%3Dts%26keywords%3DVehicle%2BElectronics%26qid%3D1698070538%26s%3Delectronics%26sr%3D1-1-spons%26ts_id%3D3248684011%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Vantrue N4 3 Channel 4K Dash,4.3,$259.99,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozOTA4NDAwOTExODk0NjYwOjE2OTgwNzA1Mzg6c3BfYXRmOjIwMDA5ODQwMTE1OTA5ODo6MDo6&url=%2FVantrue-N4-Infrared-Capacitor-Detection%2Fdp%2FB083V6K8RH%2Fref%3Dsr_1_2_sspa%3Fc%3Dts%26keywords%3DVehicle%2BElectronics%26qid%3D1698070538%26s%3Delectronics%26sr%3D1-2-spons%26ts_id%3D3248684011%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
PASLDA Newest Wireless Portable,4.5,$99.99,https://www.amazon.com/PASLDA-Wireless-Touchscreen-Multimedia-Bluetooth/dp/B0CB3S8P2L/ref=sr_1_3?c=ts&keywords=Vehicle+Electronics&qid=1698070538&s=electronics&sr=1-3&ts_id=3248684011
[Apple MFi Certified] iPhone,4.6,$13.99,https://www.amazon.com/Certified-Charger-Braveridge-Lightning-Charging/dp/B0C85PP3NX/ref=sr_1_4?c=ts&keywords=Vehicle+Electronics&qid=1698070538&s=electronics&sr=1-4&ts_id=3248684011
"Pioneer DMH-1770NEX 6.8""",4.1,$249.99,https://www.amazon.com/Pioneer-DMH-1770NEX-Bluetooth-Android-SiriusXM-Ready/dp/B099TP7QZN/ref=sr_1_5?c=ts&keywords=Vehicle+Electronics&qid=1698070538&s=electronics&sr=1-5&ts_id=3248684011
Vantrue N4 3 Channel 4K Dash,4.3,$259.99,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1NTE0MTQzNTY5MDAzNjYwOjE2OTgwNzA1Mzg6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDA4NDYyOTQyMzM3MTo6MDo6&url=%2FVantrue-N4-Infrared-Capacitor-Detection%2Fdp%2FB083V6K8RH%2Fref%3Dsxin_16_pa_sp_search_thematic_sspa%3Fc%3Dts%26content-id%3Damzn1.sym.a2e12efe-e275-4efd-81b9-095fa99ad91f%253Aamzn1.sym.a2e12efe-e275-4efd-81b9-095fa99ad91f%26cv_ct_cx%3DVehicle%2BElectronics%26keywords%3DVehicle%2BElectronics%26pd_rd_i%3DB083V6K8RH%26pd_rd_r%3Dc2e3dac4-db35-4d12-83ae-c271418caeef%26pd_rd_w%3D9ggRb%26pd_rd_wg%3Dfx2vz%26pf_rd_p%3Da2e12efe-e275-4efd-81b9-095fa99ad91f%26pf_rd_r%3D0750SE677CMC983WMST0%26qid%3D1698070538%26s%3Delectronics%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-1-364cf978-ce2a-480a-9bb0-bdb96faa0f61-spons%26ts_id%3D3248684011%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
Vantrue E3 3 Channel 2.7K WiFi,4.3,$299.99,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1NTE0MTQzNTY5MDAzNjYwOjE2OTgwNzA1Mzg6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDE2NDQzOTUwMjA5ODo6MTo6&url=%2FVantrue-E3-Channel-Control-Detection%2Fdp%2FB0BL6ZQ3MX%2Fref%3Dsxin_16_pa_sp_search_thematic_sspa%3Fc%3Dts%26content-id%3Damzn1.sym.a2e12efe-e275-4efd-81b9-095fa99ad91f%253Aamzn1.sym.a2e12efe-e275-4efd-81b9-095fa99ad91f%26cv_ct_cx%3DVehicle%2BElectronics%26keywords%3DVehicle%2BElectronics%26pd_rd_i%3DB0BL6ZQ3MX%26pd_rd_r%3Dc2e3dac4-db35-4d12-83ae-c271418caeef%26pd_rd_w%3D9ggRb%26pd_rd_wg%3Dfx2vz%26pf_rd_p%3Da2e12efe-e275-4efd-81b9-095fa99ad91f%26pf_rd_r%3D0750SE677CMC983WMST0%26qid%3D1698070538%26s%3Delectronics%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-2-364cf978-ce2a-480a-9bb0-bdb96faa0f61-spons%26ts_id%3D3248684011%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
Dash,4.3,$129.99,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1NTE0MTQzNTY5MDAzNjYwOjE2OTgwNzA1Mzg6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDA2NDY5NjYzMzc5ODo6Mjo6&url=%2FZ-Edge-Included-G-Sensor-Recording-Support%2Fdp%2FB09VFNZ81L%2Fref%3Dsxin_16_pa_sp_search_thematic_sspa%3Fc%3Dts%26content-id%3Damzn1.sym.a2e12efe-e275-4efd-81b9-095fa99ad91f%253Aamzn1.sym.a2e12efe-e275-4efd-81b9-095fa99ad91f%26cv_ct_cx%3DVehicle%2BElectronics%26keywords%3DVehicle%2BElectronics%26pd_rd_i%3DB09VFNZ81L%26pd_rd_r%3Dc2e3dac4-db35-4d12-83ae-c271418caeef%26pd_rd_w%3D9ggRb%26pd_rd_wg%3Dfx2vz%26pf_rd_p%3Da2e12efe-e275-4efd-81b9-095fa99ad91f%26pf_rd_r%3D0750SE677CMC983WMST0%26qid%3D1698070538%26s%3Delectronics%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-3-364cf978-ce2a-480a-9bb0-bdb96faa0f61-spons%26ts_id%3D3248684011%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
Vantrue N2 Pro Uber Dual Dash,4.3,$118.97,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1NTE0MTQzNTY5MDAzNjYwOjE2OTgwNzA1Mzg6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDExNDczNTkzNTU5ODo6Mzo6&url=%2FN2-Pro-Infrared-1920x1080P-2560x1440P%2Fdp%2FB0742J69SQ%2Fref%3Dsxin_16_pa_sp_search_thematic_sspa%3Fc%3Dts%26content-id%3Damzn1.sym.a2e12efe-e275-4efd-81b9-095fa99ad91f%253Aamzn1.sym.a2e12efe-e275-4efd-81b9-095fa99ad91f%26cv_ct_cx%3DVehicle%2BElectronics%26keywords%3DVehicle%2BElectronics%26pd_rd_i%3DB0742J69SQ%26pd_rd_r%3Dc2e3dac4-db35-4d12-83ae-c271418caeef%26pd_rd_w%3D9ggRb%26pd_rd_wg%3Dfx2vz%26pf_rd_p%3Da2e12efe-e275-4efd-81b9-095fa99ad91f%26pf_rd_r%3D0750SE677CMC983WMST0%26qid%3D1698070538%26s%3Delectronics%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-4-364cf978-ce2a-480a-9bb0-bdb96faa0f61-spons%26ts_id%3D3248684011%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
Vantrue N4 Pro 3 Channel 4K,4.4,$379.99,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1NTE0MTQzNTY5MDAzNjYwOjE2OTgwNzA1Mzg6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDAwODk3NzIxNjgwMjo6NDo6&url=%2FVantrue-N4-Pro-Channel-STARVIS%2Fdp%2FB0C3M7HPRT%2Fref%3Dsxin_16_pa_sp_search_thematic_sspa%3Fc%3Dts%26content-id%3Damzn1.sym.a2e12efe-e275-4efd-81b9-095fa99ad91f%253Aamzn1.sym.a2e12efe-e275-4efd-81b9-095fa99ad91f%26cv_ct_cx%3DVehicle%2BElectronics%26keywords%3DVehicle%2BElectronics%26pd_rd_i%3DB0C3M7HPRT%26pd_rd_r%3Dc2e3dac4-db35-4d12-83ae-c271418caeef%26pd_rd_w%3D9ggRb%26pd_rd_wg%3Dfx2vz%26pf_rd_p%3Da2e12efe-e275-4efd-81b9-095fa99ad91f%26pf_rd_r%3D0750SE677CMC983WMST0%26qid%3D1698070538%26s%3Delectronics%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-5-364cf978-ce2a-480a-9bb0-bdb96faa0f61-spons%26ts_id%3D3248684011%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
LAMTTO 9 Inch Wireless Car,4.3,$109.99,https://www.amazon.com/LAMTTO-Wireless-Carplay-Portable-Navigation/dp/B0CDWF6Q9J/ref=sr_1_6?c=ts&keywords=Vehicle+Electronics&qid=1698070538&s=electronics&sr=1-6&ts_id=3248684011
Wireless Car,4.8,$21.59,https://www.amazon.com/Wireless-Charger-JOYMASS-Charging-Clamping/dp/B0C7RGVCCN/ref=sr_1_7?c=ts&keywords=Vehicle+Electronics&qid=1698070538&s=electronics&sr=1-7&ts_id=3248684011
[Apple MFi Certified] iPhone,4.6,$8.99,https://www.amazon.com/Certified-Charger-Rombica-Adapter-Lightning/dp/B0C8N6D2XR/ref=sr_1_8?c=ts&keywords=Vehicle+Electronics&qid=1698070538&s=electronics&sr=1-8&ts_id=3248684011
Double Din Car Multimedia,4.0,$99.97,https://www.amazon.com/Double-Din-Car-Multimedia-System/dp/B095P4BNR1/ref=sr_1_9?c=ts&keywords=Vehicle+Electronics&qid=1698070538&s=electronics&sr=1-9&ts_id=3248684011
Retractable Car,4.7,$26.18,https://www.amazon.com/Retractable-Charger-Cables-Compatible-iPhone/dp/B0CC4LM6V1/ref=sr_1_10?c=ts&keywords=Vehicle+Electronics&qid=1698070538&s=electronics&sr=1-10&ts_id=3248684011
"Westods Upgraded 10.26""",4.1,$199.99,https://www.amazon.com/Westods-Wireless-Navigation-Adjustable-Detachable/dp/B0BW8S2QJK/ref=sr_1_11?c=ts&keywords=Vehicle+Electronics&qid=1698070538&s=electronics&sr=1-11&ts_id=3248684011
